defendant_age,defendant_gender,num_victims,victim_genders,offence_category,offence_subcategory
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,pettyLarceny
not known,male,2,male;male,theft,grandLarceny
21,male,1,male,theft,pocketpicking
25,male,2,male;male,theft,simpleLarceny
not known,female,1,male,theft,theftFromPlace
20,male,1,male,theft,theftFromPlace
62,female,1,male,theft,stealingFromMaster
not known,male,1,indeterminate,royalOffences,coiningOffences
not known,male,1,male,theft,simpleLarceny
21,male,1,male,violentTheft,highwayRobbery
not known,male,0,nan,deception,bankrupcy
not known,male,1,female,theft,theftFromPlace
27,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,burglary
19,male,1,male,theft,grandLarceny
not known,male,5,male;male;male;male;male,theft,theftFromPlace
24,male,1,male,theft,animalTheft
not known,male,1,male,theft,grandLarceny
40,female,1,male,theft,pocketpicking
not known,male,1,male,kill,manslaughter
32,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
29,male,1,male,theft,shoplifting
25,male,1,male,theft,simpleLarceny
23,female,1,male,violentTheft,robbery
not known,female,1,male,theft,theftFromPlace
23,female,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,female,kill,murder
not known,male,0,nan,theft,grandLarceny
17,male,1,male,theft,pocketpicking
59,male,1,male,theft,grandLarceny
20,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,housebreaking
20,male,1,male,violentTheft,robbery
not known,male,0,nan,theft,receiving
25,female,0,nan,kill,infanticide
29,male,2,female;female,sexual,indecentAssault
not known,male,0,nan,sexual,rape
44,male,0,nan,theft,embezzlement
not known,male,1,male,deception,fraud
18,male,1,male,theft,grandLarceny
18,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
51,male,2,male;female,theft,grandLarceny
not known,male,0,nan,deception,bankrupcy
17,male,2,male;female,theft,grandLarceny
32,female,1,male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
28,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,male,1,female,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
64,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
20,male,1,male,theft,embezzlement
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
47,male,1,female,sexual,bigamy
not known,male,1,male,theft,grandLarceny
33,male,1,male,breakingPeace,wounding
not known,female,3,male;female;male,theft,other
not known,female,1,male,theft,pocketpicking
not known,male,1,male,violentTheft,highwayRobbery
19,male,1,female,sexual,rape
41,male,1,female,breakingPeace,wounding
32,male,1,female,sexual,indecentAssault
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,kill,other
not known,male,1,male,theft,grandLarceny
53,male,1,female,sexual,bigamy
not known,female,1,male,theft,grandLarceny
20,male,1,male,theft,pocketpicking
not known,male,1,male,theft,pocketpicking
25,male,3,male;male;male,theft,simpleLarceny
18,male,2,male;male,theft,simpleLarceny
33,male,1,male,theft,grandLarceny
not known,male,1,male,theft,animalTheft
38,female,1,male,theft,shoplifting
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,miscellaneous,other
21,male,0,nan,theft,pocketpicking
not known,female,0,nan,deception,perjury
not known,male,2,female;female,sexual,bigamy
48,male,1,male,deception,fraud
21,male,1,male,theft,simpleLarceny
22,male,1,male,theft,grandLarceny
26,male,1,female,breakingPeace,wounding
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,theft,grandLarceny
44,male,0,nan,sexual,sodomy
not known,male,1,male,theft,receiving
32,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,grandLarceny
17,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,burglary
not known,male,0,nan,theft,embezzlement
22,male,1,male,theft,theftFromPlace
32,male,1,male,theft,grandLarceny
27,male,1,male,theft,burglary
18,male,1,male,theft,simpleLarceny
not known,male,1,indeterminate,theft,housebreaking
28,male,0,nan,royalOffences,coiningOffences
18,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,deception,forgery
not known,male,1,male,kill,manslaughter
not known,male,1,male,theft,grandLarceny
not known,male,1,male,kill,manslaughter
40,male,0,nan,royalOffences,coiningOffences
49,female,0,nan,royalOffences,coiningOffences
28,male,1,female,theft,grandLarceny
55,male,1,male,theft,simpleLarceny
26,male,0,nan,deception,fraud
37,male,1,male,theft,burglary
33,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
not known,male,2,female;male,theft,grandLarceny
not known,male,0,nan,deception,bankrupcy
not known,female,1,male,theft,grandLarceny
26,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
33,female,1,male,damage,arson
20,male,1,male,theft,grandLarceny
28,female,3,male;male;male,theft,simpleLarceny
40,female,1,male,theft,simpleLarceny
not known,male,1,male,theft,pocketpicking
not known,female,2,female;female,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
28,female,0,nan,royalOffences,coiningOffences
not known,male,2,male;male,theft,theftFromPlace
18,male,1,male,violentTheft,robbery
22,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,simpleLarceny
21,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,shoplifting
26,male,3,male;male;female,deception,fraud
11,male,1,male,theft,simpleLarceny
not known,male,1,male,kill,murder
not known,male,0,nan,theft,embezzlement
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
29,female,1,male,kill,murder
not known,female,1,male,theft,theftFromPlace
28,female,1,male,theft,simpleLarceny
not known,male,2,female;male,theft,burglary
20,male,2,female;male,theft,theftFromPlace
25,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,deception,forgery
16,male,1,male,theft,shoplifting
not known,male,1,male,theft,animalTheft
15,female,1,female,breakingPeace,wounding
17,male,2,male;female,theft,burglary
30,male,1,male,theft,simpleLarceny
40,male,1,female,miscellaneous,kidnapping
not known,male,1,female,theft,grandLarceny
28,male,0,nan,royalOffences,coiningOffences
27,female,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,female,2,male;male,sexual,bigamy
not known,male,1,male,theft,embezzlement
not known,female,2,male;male,theft,grandLarceny
16,male,0,nan,theft,embezzlement
not known,female,2,female;male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
44,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
55,male,1,male,theft,pocketpicking
33,female,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,female,1,male,theft,simpleLarceny
48,female,1,male,theft,grandLarceny
21,male,1,female,theft,pocketpicking
not known,male,1,male,violentTheft,robbery
23,male,0,nan,deception,fraud
not known,male,3,male;male;male,theft,grandLarceny
20,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,animalTheft
20,male,1,male,theft,pocketpicking
not known,male,0,nan,theft,embezzlement
not known,female,1,male,theft,pocketpicking
18,male,1,male,theft,shoplifting
not known,female,1,male,miscellaneous,pervertingJustice
not known,female,1,female,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,breakingPeace,libel
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,animalTheft
14,male,2,female;male,theft,housebreaking
not known,male,1,male,kill,murder
not known,male,1,male,theft,grandLarceny
48,male,1,female,breakingPeace,wounding
not known,female,1,male,theft,grandLarceny
30,male,1,indeterminate,theft,grandLarceny
24,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
39,male,1,male,theft,simpleLarceny
22,male,1,male,theft,extortion
not known,male,1,male,theft,other
not known,male,1,male,deception,forgery
not known,male,1,male,theft,burglary
25,male,1,male,theft,simpleLarceny
27,female,1,male,theft,theftFromPlace
not known,female,1,male,theft,pettyLarceny
not known,female,0,nan,theft,embezzlement
21,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
55,male,1,male,theft,grandLarceny
69,male,1,female,theft,pettyLarceny
42,male,1,male,theft,stealingFromMaster
26,male,1,male,theft,simpleLarceny
not known,male,1,female,sexual,rape
not known,male,0,nan,theft,animalTheft
31,male,1,male,theft,burglary
not known,male,0,nan,deception,forgery
not known,male,1,male,theft,grandLarceny
not known,male,2,male;male,deception,forgery
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,theft,embezzlement
not known,female,1,male,theft,theftFromPlace
25,male,1,male,theft,pocketpicking
29,female,1,female,theft,simpleLarceny
17,male,1,male,theft,simpleLarceny
29,male,1,female,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
32,male,1,male,violentTheft,robbery
not known,male,1,male,theft,receiving
33,male,1,male,theft,extortion
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
30,male,1,male,theft,grandLarceny
not known,female,1,female,theft,extortion
25,male,1,male,theft,grandLarceny
37,male,1,indeterminate,theft,simpleLarceny
not known,male,1,female,theft,burglary
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,other
45,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,breakingPeace,libel
not known,female,0,nan,deception,fraud
28,male,1,male,theft,animalTheft
27,female,0,nan,deception,fraud
not known,male,1,male,breakingPeace,riot
16,female,1,male,theft,simpleLarceny
not known,female,1,female,theft,theftFromPlace
not known,male,1,female,sexual,rape
30,male,1,male,deception,fraud
24,female,1,male,theft,simpleLarceny
22,male,2,male;male,theft,theftFromPlace
not known,male,1,male,theft,other
18,male,1,male,sexual,sodomy
not known,female,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,gameLawOffence
20,female,1,female,theft,theftFromPlace
25,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
30,female,0,nan,deception,fraud
21,female,1,male,theft,housebreaking
not known,female,1,female,breakingPeace,libel
21,male,0,nan,theft,theftFromPlace
14,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
not known,male,2,male;male,theft,housebreaking
not known,male,1,indeterminate,royalOffences,coiningOffences
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,violentTheft,highwayRobbery
not known,male,0,nan,theft,receiving
not known,male,0,nan,deception,forgery
16,female,1,female,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
29,female,1,male,theft,simpleLarceny
not known,indeterminate,1,male,violentTheft,highwayRobbery
48,male,1,male,kill,murder
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,deception,fraud
not known,male,1,female,breakingPeace,assault
28,male,1,male,theft,housebreaking
26,male,0,nan,theft,simpleLarceny
19,male,1,male,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
48,male,1,indeterminate,theft,mail
not known,male,1,male,theft,burglary
25,male,2,male;male,theft,mail
not known,male,1,female,sexual,rape
not known,male,1,male,theft,receiving
not known,male,2,female;female,sexual,bigamy
not known,male,1,male,theft,stealingFromMaster
33,female,0,nan,royalOffences,coiningOffences
41,male,4,male;male;male;male,sexual,sodomy
23,male,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
33,female,1,male,theft,grandLarceny
not known,female,0,nan,royalOffences,coiningOffences
53,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,burglary
23,male,1,male,theft,theftFromPlace
43,male,2,male;male,theft,simpleLarceny
not known,male,1,indeterminate,royalOffences,coiningOffences
25,male,1,female,violentTheft,robbery
23,female,1,male,theft,simpleLarceny
not known,female,2,male;female,theft,pocketpicking
28,female,1,female,kill,murder
28,male,0,nan,royalOffences,coiningOffences
not known,female,3,male;female;female,theft,other
18,female,1,male,theft,simpleLarceny
22,male,1,male,theft,theftFromPlace
25,male,1,female,sexual,rape
twenty,female,1,male,theft,grandLarceny
22,male,1,male,theft,animalTheft
23,male,1,male,theft,pocketpicking
not known,male,1,male,theft,stealingFromMaster
28,male,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,stealingFromMaster
36,male,1,male,theft,simpleLarceny
27,female,1,male,theft,stealingFromMaster
14,male,1,male,theft,stealingFromMaster
24,male,2,female;male,theft,theftFromPlace
35,male,1,male,theft,embezzlement
not known,male,1,female,theft,burglary
not known,male,1,male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
21,male,1,male,theft,burglary
not known,male,1,male,theft,simpleLarceny
27,male,1,female,deception,fraud
21,female,0,nan,kill,infanticide
30,male,0,nan,deception,forgery
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
20,male,1,male,theft,mail
21,male,1,male,theft,shoplifting
28,male,0,nan,sexual,rape
52,female,0,nan,royalOffences,coiningOffences
40,male,0,nan,deception,fraud
45,male,1,male,breakingPeace,wounding
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,burglary
47,female,1,male,theft,grandLarceny
14,male,1,male,theft,stealingFromMaster
33,male,1,male,breakingPeace,wounding
22,male,1,male,breakingPeace,wounding
not known,male,1,female,theft,pocketpicking
44,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,simpleLarceny
44,male,1,male,breakingPeace,libel
not known,female,1,male,theft,pocketpicking
33,female,1,female,theft,theftFromPlace
37,male,2,male;male,breakingPeace,threateningBehaviour
not known,male,1,male,kill,murder
36,male,2,female;female,sexual,bigamy
not known,female,2,male;male,theft,grandLarceny
not known,male,1,male,breakingPeace,assault
22,male,1,male,deception,fraud
not known,male,1,male,theft,simpleLarceny
19,male,4,male;male;male;male,theft,simpleLarceny
22,male,0,nan,deception,forgery
27,female,0,nan,kill,infanticide
not known,male,0,nan,theft,other
19,male,1,male,theft,extortion
not known,male,1,male,theft,shoplifting
not known,male,1,male,theft,simpleLarceny
48,male,2,male;male,theft,grandLarceny
28,male,1,male,violentTheft,robbery
44,male,1,male,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
23,male,1,male,theft,pocketpicking
not known,male,1,male,theft,pocketpicking
not known,male,1,female,sexual,indecentAssault
not known,male,2,indeterminate;male,theft,embezzlement
33,female,1,male,theft,grandLarceny
44,male,0,nan,deception,forgery
not known,female,1,male,theft,theftFromPlace
24,male,1,male,violentTheft,robbery
32,male,0,nan,sexual,rape
not known,male,1,male,theft,theftFromPlace
not known,male,0,nan,deception,fraud
40,male,1,indeterminate,theft,grandLarceny
not known,male,1,indeterminate,deception,forgery
not known,male,0,nan,sexual,indecentAssault
not known,male,1,male,theft,grandLarceny
not known,male,1,male,deception,forgery
29,male,1,male,theft,animalTheft
17,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
17,female,1,female,theft,simpleLarceny
not known,male,1,male,theft,simpleLarceny
34,female,1,male,theft,simpleLarceny
18,male,1,male,theft,pocketpicking
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,embezzlement
20,female,1,male,theft,grandLarceny
22,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,pettyLarceny
29,male,1,male,theft,burglary
not known,female,1,male,deception,forgery
17,male,1,male,theft,stealingFromMaster
32,male,1,male,sexual,sodomy
not known,male,1,male,theft,embezzlement
not known,male,1,female,sexual,rape
38,male,1,male,theft,grandLarceny
23,male,1,female,sexual,other
not known,female,1,female,theft,grandLarceny
not known,male,1,indeterminate,royalOffences,coiningOffences
not known,male,2,male;male,theft,burglary
32,male,1,indeterminate,theft,mail
43,female,1,female,theft,theftFromPlace
14,male,1,male,theft,stealingFromMaster
40,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,theftFromPlace
not known,male,0,nan,theft,grandLarceny
not known,male,1,male,theft,housebreaking
26,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
33,male,1,male,kill,manslaughter
14,male,0,nan,deception,forgery
58,female,0,nan,royalOffences,coiningOffences
not known,male,1,male,deception,fraud
24,female,0,nan,royalOffences,coiningOffences
26,male,1,male,deception,fraud
not known,male,1,male,violentTheft,highwayRobbery
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,theft,theftFromPlace
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,breakingPeace,wounding
19,male,1,male,theft,theftFromPlace
36,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,simpleLarceny
20,female,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,stealingFromMaster
26,male,1,male,theft,housebreaking
not known,male,1,male,theft,pocketpicking
40,female,0,nan,royalOffences,coiningOffences
23,male,1,female,theft,simpleLarceny
not known,male,1,female,theft,burglary
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,housebreaking
not known,male,0,nan,deception,fraud
not known,male,1,male,kill,manslaughter
not known,male,1,male,sexual,assaultWithIntent
not known,female,1,male,theft,pocketpicking
26,male,1,male,breakingPeace,libel
not known,male,1,male,theft,grandLarceny
15,male,1,male,theft,simpleLarceny
60,male,1,male,sexual,sodomy
not known,male,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,robbery
38,male,1,male,theft,burglary
26,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
22,male,0,nan,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,theft,grandLarceny
19,male,1,male,theft,burglary
30,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
17,female,1,male,theft,theftFromPlace
37,male,1,female,breakingPeace,wounding
not known,female,1,male,theft,pocketpicking
43,male,1,male,theft,simpleLarceny
17,female,0,nan,miscellaneous,concealingABirth
not known,male,1,female,theft,grandLarceny
25,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
21,male,0,nan,deception,fraud
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,theft,grandLarceny
28,male,1,male,kill,manslaughter
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,breakingPeace,assault
32,male,1,male,theft,theftFromPlace
33,female,1,male,theft,simpleLarceny
20,male,1,female,theft,pocketpicking
not known,male,2,male;male,theft,burglary
not known,male,1,male,theft,simpleLarceny
not known,male,1,female,kill,murder
16,male,1,male,theft,theftFromPlace
25,male,2,female;female,sexual,bigamy
35,female,1,male,theft,grandLarceny
not known,male,1,female,sexual,rape
not known,male,1,male,theft,grandLarceny
not known,male,2,male;male,theft,grandLarceny
not known,male,2,male;male,theft,theftFromPlace
17,male,1,male,theft,grandLarceny
not known,male,1,male,deception,forgery
17,female,1,female,theft,theftFromPlace
32,male,1,female,sexual,bigamy
39,male,0,nan,royalOffences,coiningOffences
26,male,0,nan,deception,perjury
not known,female,0,nan,kill,infanticide
22,male,1,male,theft,extortion
not known,male,1,male,theft,grandLarceny
25,male,1,male,violentTheft,robbery
27,male,1,indeterminate,theft,simpleLarceny
not known,female,0,nan,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
36,female,1,male,theft,simpleLarceny
not known,female,1,indeterminate,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
not known,male,2,indeterminate;male,theft,theftFromPlace
19,male,1,female,theft,pocketpicking
not known,male,2,indeterminate;male,royalOffences,coiningOffences
21,male,1,indeterminate,deception,forgery
27,male,1,male,theft,stealingFromMaster
not known,male,2,male;male,theft,theftFromPlace
not known,male,0,nan,deception,forgery
16,male,1,male,miscellaneous,pervertingJustice
not known,male,1,male,theft,stealingFromMaster
48,male,1,male,theft,burglary
not known,male,1,male,theft,theftFromPlace
22,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
50,male,1,male,theft,simpleLarceny
not known,male,1,female,theft,theftFromPlace
not known,female,1,female,theft,other
not known,female,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,burglary
19,female,1,female,theft,theftFromPlace
not known,male,1,male,theft,shoplifting
19,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
36,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,simpleLarceny
not known,male,1,male,theft,simpleLarceny
not known,female,1,female,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
16,male,2,male;male,theft,grandLarceny
49,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,deception,forgery
not known,male,0,nan,theft,grandLarceny
25,male,1,male,theft,pocketpicking
not known,male,2,female;female,sexual,bigamy
19,female,2,male;male,theft,housebreaking
not known,male,1,male,theft,pocketpicking
46,female,0,nan,royalOffences,coiningOffences
16,female,0,nan,kill,infanticide
18,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,other
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,deception,perjury
24,male,1,male,theft,pocketpicking
not known,male,1,male,theft,housebreaking
not known,female,1,male,theft,other
14,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
17,male,2,male;male,theft,pocketpicking
39,female,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,housebreaking
24,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,sexual,bigamy
24,male,1,male,theft,theftFromPlace
not known,male,2,male;male,deception,perjury
not known,male,0,nan,miscellaneous,other
not known,male,1,male,kill,manslaughter
not known,male,2,male;male,theft,other
not known,male,0,nan,deception,fraud
39,male,0,nan,theft,simpleLarceny
27,male,1,male,theft,theftFromPlace
22,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
40,female,0,nan,deception,fraud
not known,male,0,nan,deception,forgery
41,male,0,nan,theft,embezzlement
not known,male,2,male;male,theft,pocketpicking
27,male,1,male,theft,simpleLarceny
23,male,0,nan,deception,forgery
12,male,1,male,theft,burglary
not known,male,1,male,theft,burglary
30,male,1,male,theft,grandLarceny
16,male,0,nan,deception,forgery
34,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,indeterminate,theft,theftFromPlace
19,male,1,male,violentTheft,robbery
32,male,0,nan,deception,forgery
42,female,1,male,theft,theftFromPlace
30,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,shoplifting
not known,female,1,male,theft,grandLarceny
27,male,1,female,sexual,rape
38,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
47,male,0,nan,deception,bankrupcy
30,male,2,male;male,theft,burglary
21,male,1,male,theft,simpleLarceny
16,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
22,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,1,male,breakingPeace,assault
28,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
20,female,1,male,theft,pocketpicking
not known,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,animalTheft
30,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,shoplifting
not known,female,1,male,theft,grandLarceny
30,male,1,male,theft,housebreaking
26,male,1,female,breakingPeace,wounding
22,male,0,nan,royalOffences,coiningOffences
39,male,1,female,sexual,bigamy
37,male,1,male,theft,shoplifting
16,male,1,female,theft,simpleLarceny
34,male,1,male,theft,grandLarceny
21,male,1,female,breakingPeace,wounding
not known,female,1,male,theft,grandLarceny
18,female,0,nan,miscellaneous,concealingABirth
not known,male,1,male,theft,theftFromPlace
26,male,1,male,violentTheft,robbery
not known,male,1,male,theft,other
17,male,1,male,theft,pocketpicking
18,male,1,male,theft,simpleLarceny
23,male,4,male;male;male;male,theft,stealingFromMaster
not known,male,1,male,theft,pocketpicking
33,male,0,nan,royalOffences,coiningOffences
not known,male,1,female,theft,grandLarceny
27,male,2,male;female,theft,simpleLarceny
23,female,1,male,theft,grandLarceny
not known,female,0,nan,kill,infanticide
not known,female,1,male,theft,grandLarceny
not known,male,1,female,miscellaneous,other
not known,male,1,male,theft,stealingFromMaster
11,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,theftFromPlace
50,male,1,female,sexual,assaultWithIntent
34,male,1,indeterminate,theft,mail
not known,male,1,female,breakingPeace,libel
not known,male,1,male,theft,grandLarceny
not known,male,2,male;male,miscellaneous,pervertingJustice
not known,male,1,male,theft,gameLawOffence
not known,female,1,male,theft,stealingFromMaster
29,male,1,male,theft,pocketpicking
not known,female,1,male,theft,other
37,female,1,male,theft,simpleLarceny
not known,female,1,male,violentTheft,highwayRobbery
not known,female,1,male,theft,stealingFromMaster
not known,female,1,male,theft,theftFromPlace
not known,female,1,male,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
22,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,receiving
not known,male,1,male,theft,grandLarceny
not known,male,1,female,theft,animalTheft
not known,male,0,nan,deception,perjury
19,male,1,male,theft,simpleLarceny
20,male,4,female;female;female;male,theft,grandLarceny
not known,male,1,male,kill,murder
not known,male,1,male,theft,pettyLarceny
34,male,1,male,theft,embezzlement
not known,male,1,male,theft,grandLarceny
sixteen,male,1,male,theft,pettyLarceny
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,male,1,male,deception,forgery
27,male,1,male,theft,simpleLarceny
not known,female,1,female,kill,murder
15,female,1,female,breakingPeace,wounding
18,male,1,male,theft,grandLarceny
not known,male,2,female;female,theft,burglary
37,female,1,male,kill,manslaughter
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
not known,female,0,nan,kill,infanticide
21,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,shoplifting
not known,male,7,male;male;male;male;male;male;male,theft,grandLarceny
38,female,1,male,theft,housebreaking
16,male,1,male,theft,simpleLarceny
16,male,2,male;female,theft,pocketpicking
not known,female,1,male,theft,shoplifting
26,male,2,male;female,theft,burglary
22,female,0,nan,royalOffences,coiningOffences
20,male,1,male,theft,burglary
not known,male,1,male,theft,theftFromPlace
28,male,2,female;male,theft,burglary
18,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
15,female,1,female,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,female,theft,grandLarceny
not known,male,2,male;male,deception,fraud
not known,female,1,indeterminate,theft,pocketpicking
not known,male,1,female,sexual,rape
not known,male,0,nan,sexual,sodomy
17,male,1,male,theft,theftFromPlace
not known,male,2,male;male,theft,grandLarceny
not known,male,1,female,sexual,rape
not known,male,1,male,damage,other
not known,male,1,male,theft,simpleLarceny
27,male,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
46,male,0,nan,deception,forgery
35,male,1,male,violentTheft,robbery
not known,male,1,female,kill,manslaughter
not known,male,1,female,theft,animalTheft
not known,male,1,male,kill,manslaughter
46,male,0,nan,theft,theftFromPlace
